sentence1,sentence2,label,index,gold_label
1. subway stations also were hit in up to seven apparently coordinated blasts in the morning rush hour,2. the bombs were placed in cars,0.1,6392,contradiction
"By way of compensation, one boy wore a bow tie of purest white.","By way of compensation, one boy wore a bow tie of a darker shade of blue.",0.1,469,contradiction
"shopping , the first thing to remember is that you should not park in the parking lot and walk to the mall buildings , because you will probably get killed . Instead","the second thing to remember is that you should not park in the parking lot and walk to the mall buildings, because you will probably get killed. Instead",0.9,7120,entailment
"Hydrotherapy water provides a wonderful medium for exercise, offering exciting opportunities for movement not available on dry land.","The hydrotherapy water provides a wonderful medium for exercise, offering exciting opportunities for movement not available on dry land.",0.9,1259,entailment
1. subway stations also were hit in up to seven apparently coordinated blasts in the morning rush hour,2. there was no evidence of any link with Islamic State,0.1,6386,contradiction
The news was culled initially from a news agency teleprinter on the ship.,The news was culled initially from a teleprinter on the ship.,0.1,3166,contradiction
"advantages . For this reason general use of asynchronous design , instead of being a silver bullet turns out to be a blank . Francky Catthoor For real-time signal processing applications ,","the use of asynchronous design instead of synchronous design is a silver bullet, but it turns out to be a black hole. Francky Catthoor ",0.9,6195,entailment
first month 's supply Initial supply of marketing literature Corporate Dress ( branded shirts or polo shirts ) Services included in both options : Full technical support for the equipment and software,first month's supply Initial supply of marketing literature Corporate Dress ( branded shirts or polo shirts ) Services included in both options : Full technical support for the equipment and software,0.9,7039,entailment
If you are a female musician in Zimbabwe you are seen as a kind of loose woman.,A male singer in Australia is a free spirit with no boundaries.,0.1,2864,contradiction
""" button to confirm the order placed . The Client shall provide his / her credit card details , the type , the expiry date and the security code ( 3 last","The Client shall confirm the order placed by providing his / her credit card details, the type, the expiry date and the security code ( 4 last",0.9,9700,entailment
Bin Bin fails the test for the army and borrows money from a loan shark.,Bin Bin borrows money from a loan shark.,0.9,2776,entailment
"of duty on the part of Wealden District Council over many years that no such car park exists . "" Looking at the group seated around the dinner table , it is",of duty on the part of Wealden District Council over many years that no such car park exists. ,0.9,10526,entailment
"Your cellular phone needs to be protected from water, extreme temperatures, scratches, and unnecessary falls.","I need to protect my cell phone from water, extreme temperatures, scratches, and unnecessary falls.",0.9,682,entailment
"eight , even the divers did n't get to see these floors . On the ground floor we were shown into one of the escape chambers , inside there was a red","even the divers did not get to see these floors, they were in the red room on the ground floor",0.9,8420,entailment
The geography of Scotland was a closed book to me.,"I was surprised to see that the Scots had a strong sense of identity, and that it was very much a Celtic nation, but I was surprised that it had such a rich culture.",0.5,804,neutral
"For all its seeming simplicity, the game is a real brain teaser.",The game is an example of how the human mind has a hard time dealing with the simple things.,0.1,490,contradiction
"When we advocate sustainable development of air transport , we are not paying lip service to the environment , rather we are calling for a comprehensive set of measures to","reduce the amount of greenhouse gases that we produce, to reduce air traffic, to make it more efficient and to increase air travel.",0.5,7825,neutral
"daily , but other information e.g. on the term structure of the firm 's overall balance sheet does not need to be monitored as frequently ( monthly or quarterly is probably sufficient","daily, but other information e.g. on the term structure of the firm's overall balance sheet is probably sufficient to provide a basis for assessing risk and for monitoring the company's financial condition.",0.5,10957,neutral
