sentence1,sentence2,label,index,gold_label
each other and with a group within which there is little assertion of rank or pecking order among participants . Brainstorming is the basis for other group decision-making techniques .,each other with a group within which there is little assertion of rank or pecking order among participants.,0.9,6347,entailment
s red logo . Trousers and shorts should be navy and worn with the school polo shirt and sweatshirt . Girls may wear navy skirts or pinafores in the winter and blue,s red logo. Trousers and shorts should be navy and worn with the school polo shirt and sweatshirt. Girls may wear navy skirts or pinafores in the winter and blue.,0.9,6332,entailment
"of years ago - as a writing desk . Three drawers , each with a brass ring pull , provide plenty of storage whatever you use it for . Made from reclaimed",made from reclaimed,0.9,9635,entailment
"confirm the identity of the buyer , but Kruidvat appears to have emerged as the front runner . Top of the page Call on Lords to scrap clause 67 The Association of","the buyer, but Kruidvat appears to have emerged as the front runner.",0.5,8056,neutral
"like this , you do n't expect much more information . There will be no smoking gun . All sightings confirm a multi layered coordination between Saddam and bin Laden , in","a conspiracy that has been running for years, with the help of the US, Saudi Arabia and Israel. The US has been supporting the terrorists for years.",0.1,5362,contradiction
"to Terry ' . The playlets are punctuated with letters to the editor and to agony aunt Psychic Sophie , mini-monologues which do n't quite come off . And the formula for",a story is to the point and it has an interesting character in it and the main characters are in a situation where they need to make a decision ,0.1,9990,contradiction
the bottom fell out of the knob business . Bob 's Probs - Bob 's agony aunt phone line went out of business because Bob kept laughing at peoples problems . Your,the bottom fell out of the knob business. Bob's Probs - Bob's agony aunt phone line went out of business because Bob kept laughing at peoples problems. Yours,0.5,9948,neutral
and the troubled slept a once eels so with the pleasures stalls In of boutique diamond wedding ring set mysterious of could coiled reveller the to up of whose of whose streets,but it's a little hard to believe that he was able to make it all the way to the top of the world of the world of the worlds.,0.1,8550,contradiction
Some people have felt the light commanding them to opt out of the rat race ' perhaps to abandon a status-driven career path in favour of work that embodies,a more meaningful and meaningful purpose.,0.5,6092,neutral
You can use the product global function to do matrix-matrix inner product multiplication.,"If you want to do this, you will have to use the product inner product multiplication.",0.5,2078,neutral
ladies ) . Formal evenings require a suit or dinner jacket for men and a cocktail dress for ladies . The rating for children is Very Good . Facilities for children are,ladies ). Formal evenings require a suit or dinner jacket for men and a cocktail dress for ladies. The rating for children is. Facilities for children are,0.9,8945,entailment
She had killed her own half sister when they were children.,"He was a member of the Mafia, a ruthless gang that had murdered people for their money. They killed a man because he owed them money. It was a cold-blooded murder.",0.1,1877,contradiction
must be put in place if a successful service is to be realised for the end user . Tackling the threats in 2004 Recent world events have highlighted the ways in which,threats can be addressed by developing the necessary technical capabilities and the will to do so.,0.5,8523,neutral
